ID,Nom du producteur,Pays,Continent,Région / Ville,Type de producteur,Produits principaux,Bio,Équitable,Certification,Site internet,Email,Téléphone,WhatsApp,LinkedIn,Instagram,Facebook,Contact / Responsable,Adresse,Source,Notes
ETH-02303,KOPERASI PEDAGANG KOPI (KOPEPI) KETIARA,Indonésie,Asie,Takengon,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jl. Raya Umang Kampung Umang No.76, Takengon Aceh Tengah, Aceh Province, 24552, Takengon, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 27501 — statut certification : Certified — organisme : FLOCERT
ETH-02304,KSU. Rahmat Kinara,Indonésie,Asie,Aceh,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Pegasing, Takengon, 24561, Aceh, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 31376 — statut certification : Certified — organisme : FLOCERT
ETH-02305,KSU.Surya Abadi Kayumas,Indonésie,Asie,Jawa Timur Province,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Kayumas Village - Arjasa Sub District, Jawa Timur Province, 68371, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 37985 — statut certification : Certified — organisme : FLOCERT
ETH-02306,Koperasi Baitul Qiradh Baburrayyan (KBQB) (KBQ Baburrayyan KBQB),Indonésie,Asie,Takengon,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jl. Takengon Isaq, Takengon, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 5416 — statut certification : Certified — organisme : FLOCERT
ETH-02307,Koperasi Kopi Wanita Gayo (Kokowagayo),Indonésie,Asie,Bener Meriah,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jl. Syiah Utama No. 68,, Pondok Baru,, 24582, Bener Meriah, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 31465 — statut certification : Certified — organisme : FLOCERT
ETH-02308,Koperasi Produsen Bumi Arabika Gayo,Indonésie,Asie,Takengon,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation ; Trader,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jl. Abdul Wahab ,NO.78 Dusun Gele Gantung Kampung Gunung Bukit, Kecamatan Kebayakan, Kabupaten, Aceh Tengah, 24519, Takengon, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 47916 — statut certification : Certified — organisme : FLOCERT
ETH-02309,Koperasi Produsen Gayo Highland Coffee (GHC),Indonésie,Asie,Takengon,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jln. Takengon - lsaq, Kampung Kayu Kul,Kecamatan Pegasing, 24560, Takengon, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 49426 — statut certification : Certified — organisme : FLOCERT
ETH-02310,Koperasi Produsen Jagong Arabika Gayo,Indonésie,Asie,Aceh Tengah District. Aceh Provence,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Blang Kolak II. Bebesen, Takengon, 24552, Aceh Tengah District. Aceh Provence, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50913 — statut certification : Certified — organisme : FLOCERT
ETH-02311,Koperasi Produsen Malindo Utama Gayo,Indonésie,Asie,Aceh,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jl. Soekamo Hatta, Kampung Empus Talu, Kecamatan Bebesen, Takengon, 24552, Aceh, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50464 — statut certification : Certified — organisme : FLOCERT
ETH-02312,Koperasi Produsen Sumatra Permata Gayo,Indonésie,Asie,Medan,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jl. lkhlas No.2 Bromo Ujung, Binjai, Kec. Medan Denai,, Kota Medan, 20228, Medan, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50341 — statut certification : Certified — organisme : FLOCERT
ETH-02313,Koperasi Seba Usaha Gayo Bandar Lampahan,Indonésie,Asie,Aceh,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation ; Trader,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jalan Ketipis Kute Kering, |Kecamatan Bukit,, Kabupaten Bener Meriah,, 24582, Aceh, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 50177 — statut certification : Certified — organisme : FLOCERT
ETH-02314,Koperasi Serba Usaha Gayo Antara,Indonésie,Asie,Simpang Balik,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jl. Simpang Balik-Blang Mancung, No. 160 Dusun Kebun Baru, 24581, Simpang Balik, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 33743 — statut certification : Certified — organisme : FLOCERT
ETH-02315,Koperasi Sumatera Agro Perkasa,Indonésie,Asie,Tengah Provinsi,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"JL.Takengon Bireun Kp.Mongal, Kec.Bebesen Kab.Aceh, 24552, Tengah Provinsi, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 49997 — statut certification : Certified — organisme : FLOCERT
ETH-02316,Koperasi Nira Kamukten,Indonésie,Asie,Central Java,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Grumbul Pingit, Kel. Gumelem Wetan, Kec. Susukan, Kab. Banjarnegara,, 53475, Central Java, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 42391 — statut certification : Certified — organisme : FLOCERT
ETH-02317,Koperasi Produsen Coco Sugar Manise,Indonésie,Asie,Banyumas Regency,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Jl. Kasegeran, Desa Kasegeran RT 07 / RW 02, Kecamatan Cilongok, Kabupaten Banyumas, Provinsi Jawa Tengah,, 53162, Banyumas Regency, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 46730 — statut certification : Certified — organisme : FLOCERT
ETH-02318,Koperasi Produsen Manunggal Adil Sejahtera,Indonésie,Asie,Kulon Progo,Coopérative / organisation de petits producteurs,"Banane, Fruits frais, Herbes, infusions & épices, Oléagineux & fruits oléagineux",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Sulur Hamlet RT 065 RW 030, Sidoharjo, Samigaluh, Kulon Progo, Daerah Istimewa .Yogyakarta, 55673, Kulon Progo, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 45211 — statut certification : Certified — organisme : FLOCERT
ETH-02319,Koperasi Sari Manggar Alami,Indonésie,Asie,Purbalingga Regency,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Desa (Village) Kasih, RT 003 RW 001 Kecamatan (District) Kertanegara,, Kabupaten (Regency) Purbalingg, 53358, Purbalingga Regency, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 46787 — statut certification : Certified — organisme : FLOCERT
ETH-02320,Koperasi Tirta Nira Sejahtera,Indonésie,Asie,Purbalingga Regency,Coopérative / organisation de petits producteurs,"Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Desa (Village) Pagerandong, RT 03/03, Kecamatan (District) Mrebet,,  Kabupaten (Regency) Purbalingga,, 53352, Purbalingga Regency, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 49110 — statut certification : Certified — organisme : FLOCERT
ETH-02321,Koperasi produsen karya manis sejahtera,Indonésie,Asie,Kecamatan Bagelen,Coopérative / organisation de petits producteurs,"Banane, Fruits frais, Herbes, infusions & épices, Oléagineux & fruits oléagineux",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Dusun Plarangan, RT 02 RW 01., Desa hargorojo, 54174, Kecamatan Bagelen, Indonesia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 33806 — statut certification : Certified — organisme : FLOCERT
ETH-02322,Azienda agricola olivicola bio – Erice,Italie,Europe,Erice (TP – Sicile),Exploitation agricole / moulin,"Huile d'olive extra vierge bio (6 000 oliviers, cycle complet à la ferme)",Oui,À vérifier,Agriculture biologique (UE),Non trouvé,Non trouvé,+39 373 5420164,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"via Avellino 15, 91016 Erice (TP)",Annuaire exposants Prod Expo,Non trouvé
ETH-02323,Bioterrazzino,Italie,Europe,Raffadali (AG – Sicile),Exploitation agricole bio,"Huile d'olive extra vierge bio, amandes (60 ha)",Oui,À vérifier,Agriculture biologique (UE),http://www.bioterrazzino.com,Non trouvé,+39 339 5299649,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Via Nazionale 203, 92015 Raffadali (AG)",Annuaire exposants Prod Expo,Transformation des fruits à la ferme
ETH-02324,Inoi Farmers Cooperative Society Ltd,Kenya,Afrique,Kerugoya,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 2, Kerugoya, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 33351 — statut certification : Certified — organisme : FLOCERT
ETH-02325,Iyego Farmers Co-operative Society Ltd,Kenya,Afrique,Kangema,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 25, 10202, Kangema, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 28463 — statut certification : Certified — organisme : FLOCERT
ETH-02326,Kabare Farmers Cooperative Society Ltd,Kenya,Afrique,Kerugoya,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 59, 10300, Kerugoya, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 27416 — statut certification : Certified — organisme : FLOCERT
ETH-02327,Kagaari North Farmers Co-operative Society Ltd,Kenya,Afrique,Runyenjes,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 217, 60103, Runyenjes, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 30893 — statut certification : Certified — organisme : FLOCERT
ETH-02328,Kahuhia Farmers Co-operative Society Limited,Kenya,Afrique,Muranga,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 152, 10200, Muranga, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 39529 — statut certification : Certified — organisme : FLOCERT
ETH-02329,Kamurai Farmers Cooperative Society Ltd,Kenya,Afrique,Runyenjes,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 329, 60103, Runyenjes, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 22709 — statut certification : Certified — organisme : FLOCERT
ETH-02330,Kibirigwi Farmers Co-operative Society Limited,Kenya,Afrique,Karatina,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 31, 10101, Karatina, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 19085 — statut certification : Certified — organisme : FLOCERT
ETH-02331,Mirichi Farmers Co-operative Society Ltd,Kenya,Afrique,Kianyaga,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 295, 10301, Kianyaga, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 36183 — statut certification : Certified — organisme : FLOCERT
ETH-02332,Mutindwa Farmers Co-operative Society Limited,Kenya,Afrique,Chogoria,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 133, 060401, Chogoria, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 37392 — statut certification : Certified — organisme : FLOCERT
ETH-02333,Mutira FCS Ltd (MUTIRA FARMERS CO-OPERATIVE SOCETY LTD.),Kenya,Afrique,Kerugoya,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"P.O. Box 54, 10300, Kerugoya, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 27207 — statut certification : Certified — organisme : FLOCERT
ETH-02334,Mwirua Farmers Cooperative Society,Kenya,Afrique,Kerugoya,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"P.O. Box 10, Kerugoya, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 22849 — statut certification : Certified — organisme : FLOCERT
ETH-02335,Ndumberi Coffee Growers Co-operative,Kenya,Afrique,Kiambu,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 16, 00900, Kiambu, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 4607 — statut certification : Certified — organisme : FLOCERT
ETH-02336,New Gikaru Farmers Co-operative Society Ltd,Kenya,Afrique,Nyeri,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Box 77 Mukuwe-ini, 10103, Nyeri, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 25579 — statut certification : Certified — organisme : FLOCERT
ETH-02337,Ngiriambu Farmers Cooperative Society Ltd,Kenya,Afrique,Kianyaga,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 218, 10301, Kianyaga, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 26907 — statut certification : Certified — organisme : FLOCERT
ETH-02338,Othaya Farmers Cooperative Society Limited,Kenya,Afrique,Othaya,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 21, 10106, Othaya, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 25613 — statut certification : Certified — organisme : FLOCERT
ETH-02339,Rungeto Farmers Cooperative Society Ltd,Kenya,Afrique,Non trouvé,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 2445, 60100, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 25540 — statut certification : Certified — organisme : FLOCERT
ETH-02340,Fresh Avocado Growers CBO,Kenya,Afrique,Nakuru,Coopérative / organisation de petits producteurs,Fruits frais,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 19 Subukia, 20100, Nakuru, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 48718 — statut certification : Certified — organisme : FLOCERT
ETH-02341,Murang'a South Avocado Growers CBO,Kenya,Afrique,Thika,Coopérative / organisation de petits producteurs,Fruits frais,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 220, 01000, Thika, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 48677 — statut certification : Certified — organisme : FLOCERT
ETH-02342,Friends of Kilimanjaro Initiative (FOKI),Kenya,Afrique,Oloitoktok,Coopérative / organisation de petits producteurs,Légumes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 107, 00209, Oloitoktok, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 39821 — statut certification : Certified — organisme : FLOCERT
ETH-02343,Mwiriene Community Based Organisation,Kenya,Afrique,Meru County,Coopérative / organisation de petits producteurs,Légumes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 503-60200, Meru County, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 33058 — statut certification : Certified — organisme : FLOCERT
ETH-02344,Africa Blooms Limited,Kenya,Afrique,Nakuru,Plantation / exploitation (main-d'œuvre salariée),Fleurs & plantes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 7029, 20100, Nakuru, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 43569 — statut certification : Certified — organisme : FLOCERT
ETH-02345,Aquila Development Company Ltd,Kenya,Afrique,Naivasha,Plantation / exploitation (main-d'œuvre salariée),Fleurs & plantes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"P.O. Box 357, 20117, Naivasha, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 18019 — statut certification : Certified — organisme : FLOCERT
ETH-02346,Batian Flowers Ltd,Kenya,Afrique,Timau,Plantation / exploitation (main-d'œuvre salariée),Fleurs & plantes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 266, 10406, Timau, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 32058 — statut certification : Certified — organisme : FLOCERT
ETH-02347,Bigot Flowers Kenya PLC,Kenya,Afrique,Naivasha,Plantation / exploitation (main-d'œuvre salariée),Fleurs & plantes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"P.O. Box 2039, Flower Bussiness Park, Along the Nairobi to Nakuru Higway, Naivasha, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 19513 — statut certification : Certified — organisme : FLOCERT
ETH-02348,Bilashaka Flowers Limited,Kenya,Afrique,Naivasha,Plantation / exploitation (main-d'œuvre salariée),Fleurs & plantes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 2040, Naivasha, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 30225 — statut certification : Certified — organisme : FLOCERT
ETH-02349,Black Tulip Flowers Ltd – Lemotit Farm,Kenya,Afrique,Nairobi,Plantation / exploitation (main-d'œuvre salariée),Fleurs & plantes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 1970, 00606, Nairobi, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 5865 — statut certification : Certified — organisme : FLOCERT
ETH-02350,Bloom Valley Limited,Kenya,Afrique,Nakuru,Plantation / exploitation (main-d'œuvre salariée),Fleurs & plantes,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Hired Labour,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"PO Box 7029, 20100, Nakuru, Kenya",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 43568 — statut certification : Certified — organisme : FLOCERT
